Country,ISO Code,Year,Echelon_Armed Conflict Deaths,Echelon_Homicide Rate,Echelon_Territorial Control,Echelon_TC Upper Est.,Echelon_TC Lower Est.
Latvia,LVA,1998,1,5,3,4,3
Latvia,LVA,1999,1,4,3,4,3
Latvia,LVA,2000,1,4,3,4,3
Latvia,LVA,2001,1,4,3,4,3
Latvia,LVA,2002,1,4,3,4,3
Latvia,LVA,2012,1,3,4,5,4
Latvia,LVA,2013,1,3,4,5,4
Latvia,LVA,2014,1,3,4,5,4
Latvia,LVA,2015,1,3,4,5,4
Latvia,LVA,2016,1,3,3,4,3
Latvia,LVA,2017,1,3,3,4,3
Latvia,LVA,2018,1,3,3,4,3
Latvia,LVA,2019,1,3,3,4,3
Latvia,LVA,2020,1,3,3,4,3
Latvia,LVA,2021,1,3,3,4,3
Lebanon,LBN,2008,5,3,1,1,1
Lebanon,LBN,2009,1,3,1,1,1
Lebanon,LBN,2010,1,3,1,1,1
Lebanon,LBN,2011,5,3,1,1,1
Lebanon,LBN,2012,5,3,1,1,1
Lebanon,LBN,2013,5,3,1,1,1
Lebanon,LBN,2014,5,3,1,1,1
Lebanon,LBN,2015,5,3,1,1,1
Lebanon,LBN,2016,5,3,1,1,1
Lebanon,LBN,2017,5,3,1,1,1
Lebanon,LBN,2018,1,3,1,1,1
Lebanon,LBN,2019,1,3,1,1,1
Lebanon,LBN,2020,1,3,1,1,1
Lesotho,LSO,1990,1,5,1,1,1
Lesotho,LSO,1991,1,5,1,1,1
Lesotho,LSO,1992,1,5,1,1,1
Lesotho,LSO,1993,1,5,1,1,1
Lesotho,LSO,1994,1,5,1,1,1
Lesotho,LSO,2007,1,5,1,1,1
Lesotho,LSO,2008,1,5,1,1,1
Liberia,LBR,2007,1,3,1,2,1
Liberia,LBR,2008,1,4,1,2,1
Liberia,LBR,2009,1,3,1,2,1
Liberia,LBR,2010,1,3,2,2,1
Liberia,LBR,2011,1,3,2,2,1
Liberia,LBR,2012,1,3,2,2,1
Lithuania,LTU,1991,5,4,3,3,3
Lithuania,LTU,1992,1,4,4,5,4
Lithuania,LTU,1993,1,5,5,5,5
Lithuania,LTU,1994,1,5,5,5,5
Lithuania,LTU,1995,1,5,5,5,5
Lithuania,LTU,1996,1,5,5,5,5
Lithuania,LTU,1997,1,5,5,5,5
Lithuania,LTU,1998,1,4,5,5,5
Lithuania,LTU,1999,1,4,5,5,5
Lithuania,LTU,2000,1,5,5,5,5
Lithuania,LTU,2001,1,4,5,5,5
Lithuania,LTU,2002,1,4,5,5,5
Lithuania,LTU,2004,1,5,5,5,5
Lithuania,LTU,2005,1,5,5,5,5
Lithuania,LTU,2006,1,4,5,5,5
Lithuania,LTU,2007,1,4,5,5,5
Lithuania,LTU,2008,1,4,5,5,5
Lithuania,LTU,2009,1,4,5,5,5
Lithuania,LTU,2010,1,4,5,5,5
Lithuania,LTU,2011,1,4,5,5,5
Lithuania,LTU,2012,1,4,5,5,5
Lithuania,LTU,2013,1,4,5,5,5
Lithuania,LTU,2014,1,4,5,5,5
Lithuania,LTU,2015,1,4,5,5,5
Lithuania,LTU,2016,1,4,5,5,5
Lithuania,LTU,2017,1,3,5,5,5
Lithuania,LTU,2018,1,3,5,5,5
Lithuania,LTU,2019,1,3,5,5,5
Lithuania,LTU,2020,1,3,5,5,5
Lithuania,LTU,2021,1,3,5,5,5
Luxembourg,LUX,1994,1,2,5,5,5
Luxembourg,LUX,1995,1,1,5,5,5
Luxembourg,LUX,1996,1,1,5,5,5
Luxembourg,LUX,1997,1,1,5,5,5
Luxembourg,LUX,1998,1,1,5,5,5
Luxembourg,LUX,1999,1,2,5,5,5
Luxembourg,LUX,2000,1,1,5,5,5
Luxembourg,LUX,2001,1,2,5,5,5
Luxembourg,LUX,2002,1,2,5,5,5
Luxembourg,LUX,2003,1,1,5,5,5
Luxembourg,LUX,2004,1,1,5,5,5
Luxembourg,LUX,2005,1,1,5,5,5
Luxembourg,LUX,2006,1,2,5,5,5
Luxembourg,LUX,2007,1,2,5,5,5
Luxembourg,LUX,2008,1,2,5,5,5
Luxembourg,LUX,2009,1,1,5,5,5
Luxembourg,LUX,2010,1,2,5,5,5
Luxembourg,LUX,2011,1,1,5,5,5
Luxembourg,LUX,2012,1,1,5,5,5
Luxembourg,LUX,2013,1,1,5,5,5
Luxembourg,LUX,2014,1,1,5,5,5
Luxembourg,LUX,2015,1,1,5,5,5
Luxembourg,LUX,2016,1,1,5,5,5
Luxembourg,LUX,2017,1,1,5,5,5
Luxembourg,LUX,2018,1,1,5,5,5
Luxembourg,LUX,2019,1,1,5,5,5
Luxembourg,LUX,2020,1,1,5,5,5
Luxembourg,LUX,2021,1,1,5,5,5
Malawi,MWI,2000,1,4,4,4,4
Malawi,MWI,2001,1,4,4,4,4
Malawi,MWI,2002,1,4,4,4,4
Malawi,MWI,2003,1,3,4,4,4
Malawi,MWI,2004,1,3,4,4,4
Malawi,MWI,2005,1,2,4,4,4
Malawi,MWI,2006,1,4,4,4,4
Malawi,MWI,2007,1,4,4,4,4
Malawi,MWI,2008,1,4,4,4,4
Malawi,MWI,2009,1,3,4,4,4
Malawi,MWI,2010,1,3,4,4,4
Malawi,MWI,2011,1,3,4,4,4
Malawi,MWI,2012,1,2,4,4,4
Malaysia,MYS,1990,1,2,3,3,3
Malaysia,MYS,1991,1,3,3,3,3
Malaysia,MYS,1992,1,2,3,3,3
Malaysia,MYS,1993,1,2,3,3,3
Malaysia,MYS,1994,1,2,3,3,3
Malaysia,MYS,1995,1,2,3,3,3
Malaysia,MYS,1996,1,3,3,3,3
Malaysia,MYS,1997,1,3,3,3,3
Malaysia,MYS,1998,1,3,3,3,3
Malaysia,MYS,1999,1,3,3,3,3
Malaysia,MYS,2000,1,3,3,3,3
Malaysia,MYS,2001,1,3,3,3,3
Malaysia,MYS,2002,1,3,3,3,3
Malaysia,MYS,2003,1,3,3,3,3
Malaysia,MYS,2004,1,2,3,3,3
Malaysia,MYS,2005,1,3,3,3,3
Malaysia,MYS,2006,1,3,3,3,3
Malaysia,MYS,2007,1,3,3,3,3
Malaysia,MYS,2008,1,3,3,3,3
Malaysia,MYS,2009,1,2,3,3,3
Malaysia,MYS,2010,1,2,3,3,3
Malaysia,MYS,2011,1,2,3,3,3
Malaysia,MYS,2012,5,2,3,3,3
Malaysia,MYS,2013,5,3,3,3,3
Malaysia,MYS,2014,5,2,3,3,3
Malaysia,MYS,2015,1,2,3,3,3
Malaysia,MYS,2016,5,2,3,3,3
Malaysia,MYS,2017,5,2,3,3,3
Malaysia,MYS,2018,1,1,3,3,3
Malaysia,MYS,2019,1,1,3,3,3
Malaysia,MYS,2020,1,1,3,3,3
Malaysia,MYS,2021,5,1,3,3,3
Maldives,MDV,1990,1,1,3,4,3
Maldives,MDV,1995,1,1,3,4,3
Maldives,MDV,1997,1,3,3,4,3
Maldives,MDV,2001,1,3,3,4,3
Maldives,MDV,2002,1,3,3,4,3
Maldives,MDV,2007,1,1,3,4,3
Maldives,MDV,2008,1,2,3,4,3
Maldives,MDV,2009,1,2,3,4,3
Maldives,MDV,2010,1,2,3,4,3
Maldives,MDV,2011,1,1,3,4,3
Maldives,MDV,2012,1,3,3,4,3
Maldives,MDV,2013,1,1,3,3,3
Maldives,MDV,2015,1,1,3,3,3
Maldives,MDV,2016,1,3,3,3,3
Maldives,MDV,2017,1,4,3,2,3
Maldives,MDV,2019,1,1,3,3,3
Malta,MLT,1990,1,1,5,5,5
Malta,MLT,1991,1,1,5,5,5
Malta,MLT,1992,1,2,5,5,5
Malta,MLT,1993,1,2,5,5,5
Malta,MLT,1994,1,1,5,5,5
Malta,MLT,1998,1,2,5,5,5
Malta,MLT,1999,1,3,5,5,5
Malta,MLT,2000,1,1,5,5,5
Malta,MLT,2001,1,2,5,5,5
Malta,MLT,2002,1,2,5,5,5
Malta,MLT,2004,1,2,5,5,5
Malta,MLT,2005,1,1,5,5,5
Malta,MLT,2006,1,1,5,5,5
Malta,MLT,2007,1,1,5,5,5
Malta,MLT,2008,1,2,5,5,5
Malta,MLT,2009,1,1,5,5,5
Malta,MLT,2010,1,1,5,5,5
Malta,MLT,2011,1,1,5,5,5
Malta,MLT,2012,1,3,5,5,5
Malta,MLT,2013,1,2,5,5,5
Malta,MLT,2014,1,2,5,5,5
Malta,MLT,2015,1,1,5,5,5
Malta,MLT,2016,1,1,5,5,5
Malta,MLT,2017,1,2,5,5,5
Malta,MLT,2018,1,2,5,5,5
Malta,MLT,2019,1,1,5,5,5
Malta,MLT,2020,1,2,5,5,5
Malta,MLT,2021,1,1,5,5,5
Mauritania,MRT,2018,1,2,2,3,2
Mauritania,MRT,2019,1,1,3,3,3
Mauritania,MRT,2020,1,1,2,2,2
Mauritius,MUS,1990,1,2,1,1,2
Mauritius,MUS,1991,1,3,1,1,2
Mauritius,MUS,1992,1,3,1,1,2
Mauritius,MUS,1993,1,2,1,1,2
Mauritius,MUS,1994,1,3,1,1,2
Mauritius,MUS,1995,1,3,1,1,2
Mauritius,MUS,1996,1,3,1,1,2
Mauritius,MUS,1997,1,2,1,1,2
Mauritius,MUS,1998,1,3,1,1,2
Mauritius,MUS,1999,1,2,1,1,2
Mauritius,MUS,2000,1,3,1,1,2
Mauritius,MUS,2009,1,3,1,1,2
Mauritius,MUS,2010,1,3,1,1,2
Mauritius,MUS,2011,1,3,1,1,2
Mauritius,MUS,2012,1,3,1,1,2
Mauritius,MUS,2013,1,3,1,1,2
Mauritius,MUS,2014,1,2,1,1,2
Mauritius,MUS,2015,1,2,1,1,2
Mauritius,MUS,2016,1,2,1,1,2
Mauritius,MUS,2017,1,3,1,1,1
Mauritius,MUS,2018,1,3,1,1,1
Mauritius,MUS,2019,1,3,1,1,1
Mauritius,MUS,2020,1,3,1,1,1
Mauritius,MUS,2021,1,3,1,1,1
Mexico,MEX,1990,5,5,3,4,2
Mexico,MEX,1991,5,5,3,4,2
Mexico,MEX,1992,1,5,3,4,2
Mexico,MEX,1993,5,5,3,4,2
Mexico,MEX,1994,5,5,2,3,2
Mexico,MEX,1995,5,5,2,3,2
Mexico,MEX,1996,5,5,2,3,2
Mexico,MEX,1997,5,5,3,4,2
Mexico,MEX,1998,1,5,3,4,2
Mexico,MEX,1999,1,5,3,4,2
Mexico,MEX,2000,1,5,2,2,1
Mexico,MEX,2001,1,5,1,1,1
Mexico,MEX,2002,5,4,1,1,1
Mexico,MEX,2003,1,4,1,1,1
Mexico,MEX,2004,5,4,1,1,1
Mexico,MEX,2005,5,4,1,1,1
Mexico,MEX,2006,5,4,1,1,2
Mexico,MEX,2007,5,4,1,1,1
Mexico,MEX,2008,5,5,1,1,1
Mexico,MEX,2009,5,5,1,1,1
Mexico,MEX,2010,5,5,1,1,1
Mexico,MEX,2011,5,5,1,1,1
Mexico,MEX,2012,5,5,1,1,1
Mexico,MEX,2013,5,5,1,1,1
Mexico,MEX,2014,5,5,1,1,1
Mexico,MEX,2015,5,5,1,1,1
Mexico,MEX,2016,5,5,1,1,1
Mexico,MEX,2017,5,5,1,1,1
Mexico,MEX,2018,5,5,1,1,1
Mexico,MEX,2019,5,5,1,1,1
Mexico,MEX,2020,5,5,1,1,1
Mexico,MEX,2021,5,5,1,1,1
Moldova,MDA,1991,1,4,3,4,3
Moldova,MDA,1992,5,5,1,1,1
Moldova,MDA,1993,1,4,1,1,1
Moldova,MDA,1994,1,4,1,1,1
Moldova,MDA,1995,1,4,1,1,1
Moldova,MDA,1996,1,4,1,1,1
Moldova,MDA,1997,1,4,1,1,1
Moldova,MDA,1998,1,4,1,1,1
Moldova,MDA,1999,1,4,1,1,1
Moldova,MDA,2000,1,5,1,1,1
Moldova,MDA,2001,1,4,1,1,1
Moldova,MDA,2002,1,4,1,1,1
Moldova,MDA,2003,1,4,1,1,1
Moldova,MDA,2004,1,4,1,1,1
Moldova,MDA,2005,1,4,1,1,1
Moldova,MDA,2006,1,4,1,1,1
Moldova,MDA,2007,1,4,1,1,1
Moldova,MDA,2008,1,4,1,1,1
Moldova,MDA,2009,1,4,1,1,1
Moldova,MDA,2010,1,4,1,1,1
Moldova,MDA,2011,1,4,1,1,1
Moldova,MDA,2012,1,4,1,1,1
Moldova,MDA,2013,1,4,1,1,1
Moldova,MDA,2014,1,4,1,1,1
Moldova,MDA,2015,1,4,1,1,1
Moldova,MDA,2016,1,4,1,1,1
Moldova,MDA,2017,1,3,1,1,1
Moldova,MDA,2018,1,4,1,1,1
Moldova,MDA,2019,1,3,1,1,1
Moldova,MDA,2020,1,3,1,1,1
Mongolia,MNG,2003,1,5,4,4,4
Mongolia,MNG,2004,1,5,4,4,4
Mongolia,MNG,2005,1,5,4,4,4
Mongolia,MNG,2006,1,5,4,4,4
Mongolia,MNG,2007,1,5,4,4,4
Mongolia,MNG,2008,1,4,4,4,4
Mongolia,MNG,2009,1,4,4,4,4
Mongolia,MNG,2010,1,4,4,4,4
Mongolia,MNG,2011,1,4,4,4,4
Mongolia,MNG,2012,1,4,4,4,4
Mongolia,MNG,2013,1,4,4,4,4
Mongolia,MNG,2014,1,4,4,4,4
Mongolia,MNG,2015,1,4,4,4,4
Mongolia,MNG,2016,1,4,3,4,3
Mongolia,MNG,2017,1,4,3,4,3
Mongolia,MNG,2018,1,4,3,4,3
Mongolia,MNG,2019,1,4,3,3,3
Mongolia,MNG,2020,1,4,3,3,3
Mongolia,MNG,2021,1,4,3,3,3
Montenegro,MNE,2007,1,2,5,5,5
Montenegro,MNE,2008,1,3,5,5,5
Montenegro,MNE,2009,1,3,5,5,5
Montenegro,MNE,2010,1,3,5,5,5
Montenegro,MNE,2011,1,3,5,5,5
Montenegro,MNE,2012,1,3,5,5,5
Montenegro,MNE,2013,1,2,5,5,5
Montenegro,MNE,2014,1,3,5,5,5
Montenegro,MNE,2015,1,3,5,5,5
Montenegro,MNE,2016,1,3,5,5,5
Montenegro,MNE,2017,1,3,5,5,5
Montenegro,MNE,2018,1,3,5,5,5
Montenegro,MNE,2019,1,3,5,5,5
Montenegro,MNE,2020,1,3,5,5,5
Montenegro,MNE,2021,1,3,5,5,5
Morocco,MAR,1990,1,1,2,2,2
Morocco,MAR,1991,1,1,2,2,2
Morocco,MAR,1992,1,1,2,2,2
Morocco,MAR,1993,1,1,2,2,2
Morocco,MAR,1994,1,1,2,2,2
Morocco,MAR,1997,1,3,2,2,2
Morocco,MAR,1998,1,2,2,2,2
Morocco,MAR,1999,1,2,2,2,2
Morocco,MAR,2000,1,2,2,2,2
Morocco,MAR,2001,1,2,2,2,2
Morocco,MAR,2002,1,2,2,2,2
Morocco,MAR,2003,5,2,2,2,2
Morocco,MAR,2004,1,2,2,2,2
Morocco,MAR,2005,1,2,2,2,2
Morocco,MAR,2006,1,2,2,2,2
Morocco,MAR,2007,1,2,2,2,2
Morocco,MAR,2008,1,2,2,2,2
Morocco,MAR,2009,1,2,2,2,2
Morocco,MAR,2010,1,2,2,2,2
Morocco,MAR,2011,1,2,2,2,2
Morocco,MAR,2012,1,2,2,2,2
Morocco,MAR,2013,1,2,2,2,2
Morocco,MAR,2014,1,1,2,2,2
Morocco,MAR,2015,1,2,2,2,2
Morocco,MAR,2016,1,2,2,2,2
Morocco,MAR,2017,1,3,2,2,2
Morocco,MAR,2018,1,2,2,2,2
Morocco,MAR,2019,1,2,2,2,2
Morocco,MAR,2020,1,2,2,2,2
Morocco,MAR,2021,1,2,2,2,2
Mozambique,MOZ,2001,1,4,2,2,2
Mozambique,MOZ,2002,1,4,2,2,2
Mozambique,MOZ,2003,1,4,2,2,2
Mozambique,MOZ,2004,1,4,2,2,2
Mozambique,MOZ,2005,1,4,2,2,2
Mozambique,MOZ,2006,1,3,2,2,2
Mozambique,MOZ,2007,1,3,2,2,2
Mozambique,MOZ,2008,1,4,2,2,2
Mozambique,MOZ,2009,1,3,2,2,2
Mozambique,MOZ,2010,1,3,2,2,2
Mozambique,MOZ,2011,1,3,2,2,2
Myanmar,MMR,1990,5,4,1,1,1
Myanmar,MMR,1995,5,3,1,1,1
Myanmar,MMR,2000,5,3,1,1,1
Myanmar,MMR,2001,5,2,1,1,1
Myanmar,MMR,2002,5,2,1,1,1
Myanmar,MMR,2003,5,2,1,1,1
Myanmar,MMR,2004,5,2,1,1,1
Myanmar,MMR,2005,5,2,1,1,1
Myanmar,MMR,2006,5,2,1,1,1
Myanmar,MMR,2007,5,2,1,1,1
Myanmar,MMR,2008,5,2,1,1,1
Myanmar,MMR,2009,5,2,1,1,1
Myanmar,MMR,2010,5,2,1,1,1
Myanmar,MMR,2011,5,3,1,1,1
Myanmar,MMR,2012,5,3,1,1,1
Myanmar,MMR,2013,5,3,1,1,1
Myanmar,MMR,2014,5,3,1,1,1
Myanmar,MMR,2015,5,3,1,1,1
Myanmar,MMR,2016,5,3,1,1,1
Myanmar,MMR,2017,5,3,1,1,1
Myanmar,MMR,2018,5,3,1,1,1
Myanmar,MMR,2019,5,3,1,1,1
Myanmar,MMR,2020,5,3,1,1,1
Myanmar,MMR,2021,5,5,1,1,1
Namibia,NAM,1995,1,5,3,3,3
Namibia,NAM,1996,1,5,3,3,3
Namibia,NAM,1997,1,5,3,3,3
Namibia,NAM,1998,1,5,3,3,3
Namibia,NAM,1999,5,5,3,3,3
Namibia,NAM,2000,5,5,3,3,3
Namibia,NAM,2001,1,5,3,3,3
Namibia,NAM,2002,1,5,3,3,3
Namibia,NAM,2004,1,5,3,3,3
Namibia,NAM,2008,1,5,3,3,3
Namibia,NAM,2009,1,5,3,3,3
Namibia,NAM,2010,1,5,3,3,3
Namibia,NAM,2011,1,5,3,3,3
Namibia,NAM,2012,1,5,3,3,3
Namibia,NAM,2018,1,5,3,3,3
Namibia,NAM,2019,1,5,3,3,3
Namibia,NAM,2020,1,5,3,2,3
Namibia,NAM,2021,1,5,2,2,2
Nepal,NPL,1990,1,2,2,2,2
Nepal,NPL,1997,5,3,1,1,1
Nepal,NPL,1998,5,3,1,1,1
Nepal,NPL,1999,5,3,1,1,1
Nepal,NPL,2000,5,3,1,1,1
Nepal,NPL,2001,5,3,1,1,1
Nepal,NPL,2002,5,3,1,1,1
Nepal,NPL,2003,5,3,1,1,1
Nepal,NPL,2004,5,3,1,1,1
Nepal,NPL,2005,5,3,1,1,1
Nepal,NPL,2006,5,3,1,1,1
Nepal,NPL,2007,5,3,1,1,1
Nepal,NPL,2008,1,3,1,1,1
Nepal,NPL,2009,1,3,1,1,2
Nepal,NPL,2010,1,3,1,1,1
Nepal,NPL,2011,1,3,1,1,2
Nepal,NPL,2012,1,3,2,1,2
Nepal,NPL,2013,1,3,2,2,2
Nepal,NPL,2014,1,2,2,2,2
Nepal,NPL,2015,1,2,1,1,1
Nepal,NPL,2016,1,3,2,1,2
Nepal,NPL,2017,1,3,2,1,2
Nepal,NPL,2018,1,3,2,2,2
Nepal,NPL,2019,1,3,2,2,2
Netherlands,NLD,1990,5,1,5,5,5
Netherlands,NLD,1991,1,2,5,5,5
Netherlands,NLD,1992,1,2,5,5,5
Netherlands,NLD,1993,1,2,5,5,5
Netherlands,NLD,1994,1,1,5,5,5
Netherlands,NLD,1995,1,2,5,5,5
Netherlands,NLD,1996,1,2,5,5,5
Netherlands,NLD,1997,1,2,5,5,5
Netherlands,NLD,1998,1,1,5,5,5
Netherlands,NLD,1999,1,2,5,5,5
Netherlands,NLD,2000,1,2,5,5,5
Netherlands,NLD,2001,1,2,5,5,5
Netherlands,NLD,2002,1,2,5,5,5
Netherlands,NLD,2003,1,2,5,5,5
Netherlands,NLD,2004,1,2,5,5,5
Netherlands,NLD,2005,1,1,5,5,5
Netherlands,NLD,2006,1,1,5,5,5
Netherlands,NLD,2007,1,1,5,5,5
Netherlands,NLD,2008,1,1,5,5,5
Netherlands,NLD,2009,1,1,5,5,5
Netherlands,NLD,2010,1,1,5,5,5
Netherlands,NLD,2011,1,1,5,5,5
Netherlands,NLD,2012,1,1,5,5,5
Netherlands,NLD,2013,1,1,5,5,5
Netherlands,NLD,2014,1,1,5,5,5
Netherlands,NLD,2015,1,1,5,5,5
Netherlands,NLD,2016,1,1,5,5,5
Netherlands,NLD,2017,1,1,5,5,5
Netherlands,NLD,2018,1,1,5,5,5
Netherlands,NLD,2019,1,1,5,5,5
Netherlands,NLD,2020,1,1,4,4,4
Netherlands,NLD,2021,1,1,4,4,4
New Zealand,NZL,1990,1,2,5,5,5
New Zealand,NZL,1991,1,2,5,5,5
New Zealand,NZL,1992,1,2,5,5,5
New Zealand,NZL,1993,1,2,5,5,5
New Zealand,NZL,1994,1,2,5,5,5
New Zealand,NZL,1995,1,1,5,5,5
New Zealand,NZL,1996,1,2,5,5,5
New Zealand,NZL,1997,1,2,5,5,5
New Zealand,NZL,1998,1,2,5,5,5
New Zealand,NZL,1999,1,2,5,5,5
New Zealand,NZL,2000,1,2,5,5,5
New Zealand,NZL,2001,1,2,5,5,5
New Zealand,NZL,2002,1,2,5,5,5
New Zealand,NZL,2003,1,1,5,5,5
New Zealand,NZL,2004,1,1,5,5,5
New Zealand,NZL,2005,1,2,5,5,5
New Zealand,NZL,2006,1,2,5,5,5
New Zealand,NZL,2007,1,2,5,5,5
New Zealand,NZL,2008,1,2,5,5,5
New Zealand,NZL,2009,1,2,5,5,5
New Zealand,NZL,2010,1,1,5,5,5
New Zealand,NZL,2011,1,1,5,5,5
New Zealand,NZL,2012,1,1,5,5,5
New Zealand,NZL,2013,1,1,5,5,5
New Zealand,NZL,2014,1,1,5,5,5
New Zealand,NZL,2015,1,1,5,5,5
New Zealand,NZL,2016,1,1,5,5,5
New Zealand,NZL,2017,1,1,5,5,5
New Zealand,NZL,2018,1,2,5,5,5
New Zealand,NZL,2019,1,3,5,5,5
Nicaragua,NIC,1990,5,5,1,2,1
Nicaragua,NIC,1991,1,5,2,1,2
Nicaragua,NIC,1992,1,5,2,1,2
Nicaragua,NIC,1993,1,5,2,1,2
Nicaragua,NIC,1994,1,5,2,1,2
Nicaragua,NIC,1995,1,5,2,1,2
Nicaragua,NIC,1996,1,5,2,1,2
Nicaragua,NIC,1997,1,5,2,1,2
Nicaragua,NIC,1998,1,5,2,1,2
Nicaragua,NIC,1999,1,5,2,1,2
Nicaragua,NIC,2000,1,4,2,1,2
Nicaragua,NIC,2001,1,5,2,1,2
Nicaragua,NIC,2002,1,5,2,1,2
Nicaragua,NIC,2003,1,5,2,1,2
Nicaragua,NIC,2004,1,5,2,1,2
Nicaragua,NIC,2005,1,5,2,1,2
Nicaragua,NIC,2006,1,5,2,1,2
Nicaragua,NIC,2007,1,5,2,2,2
Nicaragua,NIC,2008,1,5,2,2,2
Nicaragua,NIC,2009,1,5,2,2,2
Nicaragua,NIC,2010,1,5,2,2,2
Nicaragua,NIC,2011,1,5,2,2,2
Nicaragua,NIC,2012,1,5,2,2,2
Nicaragua,NIC,2013,1,4,2,2,2
Nicaragua,NIC,2014,1,4,2,2,2
Nicaragua,NIC,2015,1,4,2,2,2
Nicaragua,NIC,2016,1,4,2,2,2
Nicaragua,NIC,2017,1,4,2,2,2
Nicaragua,NIC,2018,1,5,1,1,1
Nicaragua,NIC,2019,1,4,1,1,1
Nicaragua,NIC,2021,1,5,2,1,2
Niger,NER,2011,5,4,1,1,1
Niger,NER,2012,1,3,1,1,1
Nigeria,NGA,2016,5,5,1,1,1
Nigeria,NGA,2019,5,5,1,1,1
North Macedonia,MKD,1998,1,3,2,2,2
North Macedonia,MKD,1999,5,2,1,1,2
North Macedonia,MKD,2000,1,3,1,1,1
North Macedonia,MKD,2001,5,3,1,1,1
North Macedonia,MKD,2002,1,3,1,1,1
North Macedonia,MKD,2003,1,3,2,2,2
North Macedonia,MKD,2004,1,3,1,1,2
North Macedonia,MKD,2006,1,3,3,3,3
North Macedonia,MKD,2007,1,2,3,3,3
North Macedonia,MKD,2008,1,2,3,3,3
North Macedonia,MKD,2009,1,2,3,3,3
North Macedonia,MKD,2010,1,2,3,3,3
North Macedonia,MKD,2011,1,2,3,3,3
North Macedonia,MKD,2012,1,2,3,3,3
North Macedonia,MKD,2013,1,1,3,4,3
North Macedonia,MKD,2014,1,2,3,3,3
North Macedonia,MKD,2015,1,2,3,3,3
North Macedonia,MKD,2016,1,1,3,4,3
North Macedonia,MKD,2017,1,2,3,3,3
North Macedonia,MKD,2018,1,2,3,3,2
North Macedonia,MKD,2019,1,2,3,3,2
Norway,NOR,1990,1,1,5,5,5
Norway,NOR,1991,1,2,5,5,5
Norway,NOR,1992,1,1,5,5,5
Norway,NOR,1993,1,1,5,5,5
Norway,NOR,1994,1,1,5,5,5
Norway,NOR,1995,1,1,5,5,5
Norway,NOR,1996,1,1,5,5,5
Norway,NOR,1997,1,1,5,5,5
Norway,NOR,1998,1,1,5,5,5
Norway,NOR,1999,1,1,5,5,5
Norway,NOR,2000,1,1,5,5,5
Norway,NOR,2001,1,1,5,5,5
Norway,NOR,2002,1,1,5,5,5
Norway,NOR,2004,1,1,5,5,5
Norway,NOR,2005,1,1,5,5,5
Norway,NOR,2006,1,1,5,5,5
Norway,NOR,2007,1,1,5,5,5
Norway,NOR,2008,1,1,5,4,5
Norway,NOR,2009,1,1,5,4,5
Norway,NOR,2010,1,1,5,5,5
Norway,NOR,2011,1,3,5,5,5
Norway,NOR,2012,1,1,5,5,5
Norway,NOR,2013,1,1,5,5,5
Norway,NOR,2014,1,1,5,5,5
Norway,NOR,2015,1,1,5,5,5
Norway,NOR,2016,1,1,5,5,5
Norway,NOR,2017,1,1,5,5,5
Norway,NOR,2018,1,1,4,4,4
Norway,NOR,2019,1,1,3,3,3
Norway,NOR,2020,1,1,5,5,5
Norway,NOR,2021,1,1,5,5,5
Oman,OMN,2002,1,2,3,3,3
Oman,OMN,2003,1,2,3,3,3
Oman,OMN,2004,1,2,3,3,3
Oman,OMN,2005,1,3,3,3,3
Oman,OMN,2006,1,4,3,3,3
Oman,OMN,2007,1,2,3,3,3
Oman,OMN,2008,1,2,3,3,3
Oman,OMN,2009,1,2,3,3,3
Oman,OMN,2010,1,2,3,3,3
Oman,OMN,2011,1,1,3,3,3
Oman,OMN,2012,1,1,3,3,3
Oman,OMN,2013,1,3,3,3,3
Oman,OMN,2014,1,1,3,3,3
Oman,OMN,2015,1,1,3,3,3
Oman,OMN,2016,1,1,3,3,3
Oman,OMN,2017,1,1,3,3,3
Oman,OMN,2018,1,1,3,3,3
Oman,OMN,2019,1,1,3,3,2
Oman,OMN,2020,1,1,2,3,2
Oman,OMN,2021,1,1,1,1,1
Pakistan,PAK,1990,5,4,1,1,1
Pakistan,PAK,1996,5,4,1,1,1
Pakistan,PAK,1997,5,4,1,1,1
Pakistan,PAK,1998,5,4,1,1,1
Pakistan,PAK,1999,5,4,1,1,1
Pakistan,PAK,2000,5,4,1,1,1
Pakistan,PAK,2001,5,4,1,1,1
Pakistan,PAK,2002,5,4,1,1,1
Pakistan,PAK,2003,5,4,1,1,1
Pakistan,PAK,2004,5,4,1,1,1
Pakistan,PAK,2005,5,4,1,1,1
Pakistan,PAK,2006,5,4,1,1,1
Pakistan,PAK,2007,5,4,1,1,1
Pakistan,PAK,2008,5,4,1,1,1
Pakistan,PAK,2009,5,4,1,1,1
Pakistan,PAK,2010,5,4,1,1,1
Pakistan,PAK,2011,5,4,1,1,1
Pakistan,PAK,2012,5,4,1,1,1
Pakistan,PAK,2013,5,4,1,1,1
Pakistan,PAK,2014,5,4,1,1,1
Pakistan,PAK,2015,5,4,1,1,1
Pakistan,PAK,2016,5,3,1,1,1
Pakistan,PAK,2017,5,3,1,1,1
Pakistan,PAK,2018,5,3,1,1,1
Pakistan,PAK,2019,5,3,1,1,1
Pakistan,PAK,2020,5,3,1,1,1
Pakistan,PAK,2021,5,3,1,1,1
Panama,PAN,1990,1,5,1,1,1
Panama,PAN,1991,1,5,1,1,1
